"","height_data","LW","LN","P","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10"
"Height.7308",70.5117483890361,1,1,1,"B","B","A","B","B","B","A","A","B","B","B","B","A","B","A","B","B","A","B","B"
"Height.7309",71.836862070431,1,1,1,"B","B","A","B","B","B","A","A","B","A","A","A","B","B","B","B","B","B","A","A"
"Height.7310",71.5984627339621,1,1,1,"B","B","A","B","B","B","A","A","A","B","A","B","A","A","A","A","A","B","A","A"
"Height.7311",74.8243890587808,1,1,1,"B","B","A","B","B","B","A","A","A","A","B","B","A","B","B","A","B","A","B","B"
"Height.7312",66.8457418378259,1,1,1,"B","B","A","B","B","A","B","B","B","B","B","B","A","B","B","B","A","A","B","B"
"Height.7313",71.3278406660533,1,1,1,"B","B","A","B","B","A","B","B","B","A","B","A","A","B","B","A","B","A","A","B"
"Height.7314",69.4995637615261,1,1,1,"B","B","A","B","B","A","B","B","A","B","B","A","A","A","A","A","A","A","B","B"
"Height.7315",72.6013050017791,1,1,1,"B","B","A","B","B","A","B","B","A","A","B","B","B","B","A","B","B","A","B","B"
"Height.7316",69.7424124535064,1,1,1,"B","B","A","B","B","A","B","A","B","B","A","B","A","A","A","A","B","A","B","A"
"Height.7317",72.8226893493507,1,1,1,"B","B","A","B","B","A","B","A","B","A","B","B","A","A","B","B","B","A","A","B"
"Height.7318",71.7401444687285,1,1,1,"B","B","A","B","B","A","B","A","A","B","B","A","A","A","A","B","A","B","A","B"
"Height.7319",74.819707321383,1,1,1,"B","B","A","B","B","A","B","A","A","A","A","A","A","B","B","B","B","A","B","A"
"Height.7320",67.1139951657512,1,1,1,"B","B","A","B","B","A","A","B","B","B","B","B","A","B","B","B","B","A","A","B"
"Height.7321",71.0086201859056,1,1,1,"B","B","A","B","B","A","A","B","B","A","B","A","B","B","A","B","B","A","B","A"
"Height.7322",71.0270067340952,1,1,1,"B","B","A","B","B","A","A","B","A","B","B","A","A","B","B","B","B","A","A","A"
"Height.7323",73.1697705560345,1,1,1,"B","B","A","B","B","A","A","B","A","A","B","B","B","B","A","B","A","A","A","A"
"Height.7324",71.8240119499522,1,1,1,"B","B","A","B","B","A","A","A","B","B","B","A","A","A","A","A","A","A","B","A"
"Height.7325",72.5680081932302,1,1,1,"B","B","A","B","B","A","A","A","B","A","A","A","B","B","A","B","A","A","B","A"
"Height.7326",72.3323780422402,1,1,1,"B","B","A","B","B","A","A","A","A","B","A","A","B","A","A","B","B","A","A","B"
"Height.7327",75.9709664830109,1,1,1,"B","B","A","B","B","A","A","A","A","A","A","A","A","A","B","B","A","B","A","B"
"Height.7328",68.8568613839892,1,1,1,"B","B","A","B","A","B","B","B","B","B","A","A","B","A","B","A","A","A","B","B"
"Height.7329",71.8914264778958,1,1,1,"B","B","A","B","A","B","B","B","B","A","B","A","B","A","A","A","B","B","B","B"
"Height.7330",71.6691308618225,1,1,1,"B","B","A","B","A","B","B","B","A","B","A","B","B","B","A","A","B","A","A","B"
"Height.7331",73.2277606401802,1,1,1,"B","B","A","B","A","B","B","B","A","A","A","A","B","A","B","B","B","A","B","B"
"Height.7332",71.2360653347086,1,1,1,"B","B","A","B","A","B","B","A","B","B","A","B","A","A","A","B","A","A","B","A"
"Height.7333",73.9873416456577,1,1,1,"B","B","A","B","A","B","B","A","B","A","A","B","A","B","B","A","A","A","A","B"
"Height.7334",72.0861027221306,1,1,1,"B","B","A","B","A","B","B","A","A","B","A","B","A","A","A","A","A","B","B","A"
"Height.7335",75.6407596906689,1,1,1,"B","B","A","B","A","B","B","A","A","A","B","B","A","A","B","B","B","A","A","A"
"Height.7336",69.6082640002027,1,1,1,"B","B","A","B","A","B","A","B","B","B","A","A","B","B","B","B","A","B","A","A"
"Height.7337",72.1563981820009,1,1,1,"B","B","A","B","A","B","A","B","B","A","A","B","A","A","A","B","B","A","A","B"
"Height.7338",70.0690626805921,1,1,1,"B","B","A","B","A","B","A","B","A","B","B","B","A","B","A","A","A","A","B","A"
"Height.7339",73.9693800487121,1,1,1,"B","B","A","B","A","B","A","B","A","A","A","A","A","A","B","A","A","B","B","B"
"Height.7340",70.6552569982527,1,1,1,"B","B","A","B","A","B","A","A","B","B","A","A","B","B","B","B","B","B","A","B"
"Height.7341",74.891054177772,1,1,1,"B","B","A","B","A","B","A","A","B","A","A","A","A","B","B","A","A","A","B","A"
"Height.7342",72.8147170749994,1,1,1,"B","B","A","B","A","B","A","A","A","B","B","B","B","A","B","B","B","B","A","B"
"Height.7343",76.0961916361901,1,1,1,"B","B","A","B","A","B","A","A","A","A","A","B","A","A","B","A","B","B","B","A"
"Height.7344",68.1471377033458,1,1,1,"B","B","A","B","A","A","B","B","B","B","A","B","B","B","A","B","B","A","A","B"
"Height.7345",72.1263655317629,1,1,1,"B","B","A","B","A","A","B","B","B","A","B","B","A","A","A","B","B","A","A","B"
"Height.7346",71.1532040666406,1,1,1,"B","B","A","B","A","A","B","B","A","B","B","B","A","A","A","B","A","A","B","A"
"Height.7347",74.4629663356003,1,1,1,"B","B","A","B","A","A","B","B","A","A","A","A","B","B","B","A","A","A","A","B"
"Height.7348",72.6634487653675,1,1,1,"B","B","A","B","A","A","B","A","B","B","B","B","A","A","B","A","A","B","A","A"
"Height.7349",76.0131196844577,1,1,1,"B","B","A","B","A","A","B","A","B","A","A","B","B","B","B","B","A","B","B","A"
"Height.7350",74.9990682824746,1,1,1,"B","B","A","B","A","A","B","A","A","B","A","A","A","B","B","B","B","A","B","A"
"Height.7351",77.731547141186,1,1,1,"B","B","A","B","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A"
"Height.7352",70.8211187593905,1,1,1,"B","B","A","B","A","A","A","B","B","B","B","A","A","B","B","A","A","B","A","A"
"Height.7353",74.0313652285646,1,1,1,"B","B","A","B","A","A","A","B","B","A","A","A","A","A","A","B","B","B","B","B"
"Height.7354",72.9593480409281,1,1,1,"B","B","A","B","A","A","A","B","A","B","A","B","A","A","A","A","B","B","B","B"
"Height.7355",75.9088502123928,1,1,1,"B","B","A","B","A","A","A","B","A","A","A","B","B","A","A","B","A","B","A","A"
"Height.7356",72.1228081716912,1,1,1,"B","B","A","B","A","A","A","A","B","B","B","A","A","A","A","A","B","B","B","B"
"Height.7357",77.5237984633973,1,1,1,"B","B","A","B","A","A","A","A","B","A","B","A","B","B","A","B","B","A","A","B"
"Height.7358",75.2394185697959,1,1,1,"B","B","A","B","A","A","A","A","A","B","B","A","A","B","A","B","B","A","B","A"
"Height.7359",79.8107566357137,1,1,1,"B","B","A","B","A","A","A","A","A","A","B","A","A","A","A","A","B","B","B","A"
"Height.7360",126.956734387939,1,1,1,"B","B","A","A","B","B","B","B","B","B","A","B","B","B","A","A","B","B","A","A"
"Height.7361",129.917703621086,1,1,1,"B","B","A","A","B","B","B","B","B","A","B","A","B","B","B","B","B","A","B","A"
"Height.7362",129.529490034921,1,1,1,"B","B","A","A","B","B","B","B","A","B","A","B","B","B","A","B","B","A","A","A"
"Height.7363",131.255195423428,1,1,1,"B","B","A","A","B","B","B","B","A","A","B","A","A","A","A","B","A","B","B","B"
"Height.7364",127.912392190156,1,1,1,"B","B","A","A","B","B","B","A","B","B","B","A","B","A","A","A","B","A","A","A"
"Height.7365",132.219877641946,1,1,1,"B","B","A","A","B","B","B","A","B","A","A","B","A","B","B","A","B","A","A","A"
"Height.7366",131.107738380788,1,1,1,"B","B","A","A","B","B","B","A","A","B","A","A","A","B","B","B","A","B","A","B"
"Height.7367",134.064707248167,1,1,1,"B","B","A","A","B","B","B","A","A","A","A","B","B","A","B","A","A","A","B","A"
"Height.7368",128.598897492266,1,1,1,"B","B","A","A","B","B","A","B","B","B","B","B","B","A","A","A","B","A","B","A"
"Height.7369",129.744840969263,1,1,1,"B","B","A","A","B","B","A","B","B","A","B","A","B","A","B","A","A","A","A","B"
"Height.7370",128.693929829374,1,1,1,"B","B","A","A","B","B","A","B","A","B","A","B","B","A","B","A","B","A","B","B"
"Height.7371",131.694970454934,1,1,1,"B","B","A","A","B","B","A","B","A","A","B","A","B","B","A","A","A","A","B","A"
"Height.7372",129.266577977615,1,1,1,"B","B","A","A","B","B","A","A","B","B","B","B","A","B","B","B","A","A","A","B"
"Height.7373",132.313906612998,1,1,1,"B","B","A","A","B","B","A","A","B","A","B","B","B","A","B","B","A","B","B","B"
"Height.7374",132.048610051628,1,1,1,"B","B","A","A","B","B","A","A","A","B","B","A","B","B","A","A","A","A","B","B"
"Height.7375",136.549439359314,1,1,1,"B","B","A","A","B","B","A","A","A","A","A","A","A","B","B","B","A","A","B","B"
"Height.7376",126.266688134554,1,1,1,"B","B","A","A","B","A","B","B","B","B","B","A","B","B","B","B","A","B","A","B"
"Height.7377",131.281152153262,1,1,1,"B","B","A","A","B","A","B","B","B","A","A","A","A","B","B","B","A","B","A","B"
"Height.7378",129.592171793822,1,1,1,"B","B","A","A","B","A","B","B","A","B","A","B","B","B","B","A","B","B","A","A"
"Height.7379",132.680924757088,1,1,1,"B","B","A","A","B","A","B","B","A","A","A","A","B","A","B","B","A","A","B","A"
"Height.7380",128.626170693535,1,1,1,"B","B","A","A","B","A","B","A","B","B","A","B","B","A","B","B","B","A","B","B"
"Height.7381",131.849606104708,1,1,1,"B","B","A","A","B","A","B","A","B","A","B","B","B","B","B","B","B","A","A","A"
"Height.7382",131.805829780419,1,1,1,"B","B","A","A","B","A","B","A","A","B","A","B","B","A","A","B","B","A","B","A"
"Height.7383",136.324275612204,1,1,1,"B","B","A","A","B","A","B","A","A","A","A","A","B","B","A","A","B","A","B","B"
"Height.7384",127.575912230865,1,1,1,"B","B","A","A","B","A","A","B","B","B","B","A","A","B","B","A","A","A","A","A"
"Height.7385",130.789757206174,1,1,1,"B","B","A","A","B","A","A","B","B","A","A","B","B","A","A","A","B","A","B","A"
"Height.7386",131.07312784404,1,1,1,"B","B","A","A","B","A","A","B","A","B","B","B","A","A","B","B","B","A","A","A"
"Height.7387",133.566610806616,1,1,1,"B","B","A","A","B","A","A","B","A","A","A","B","B","B","B","A","A","B","A","A"
"Height.7388",130.747693553457,1,1,1,"B","B","A","A","B","A","A","A","B","B","B","A","B","B","A","A","B","A","A","A"
"Height.7389",133.746551126761,1,1,1,"B","B","A","A","B","A","A","A","B","A","B","A","A","A","A","B","B","A","A","B"
"Height.7390",132.642018139044,1,1,1,"B","B","A","A","B","A","A","A","A","B","A","B","B","B","A","A","A","A","A","A"
"Height.7391",135.730093413722,1,1,1,"B","B","A","A","B","A","A","A","A","A","B","A","A","B","B","B","B","B","B","A"
"Height.7392",128.596895032927,1,1,1,"B","B","A","A","A","B","B","B","B","B","B","B","B","A","B","B","A","A","A","B"
"Height.7393",131.475497621806,1,1,1,"B","B","A","A","A","B","B","B","B","A","B","B","A","B","A","B","B","B","B","B"
"Height.7394",129.767788633163,1,1,1,"B","B","A","A","A","B","B","B","A","B","A","B","A","B","B","B","B","B","B","A"
"Height.7395",133.153430778162,1,1,1,"B","B","A","A","A","B","B","B","A","A","B","A","A","B","B","A","A","B","A","B"
"Height.7396",131.214814218897,1,1,1,"B","B","A","A","A","B","B","A","B","B","A","A","A","B","A","B","B","A","B","A"
"Height.7397",134.290442426893,1,1,1,"B","B","A","A","A","B","B","A","B","A","B","A","A","B","A","A","A","B","A","A"
"Height.7398",132.411596080578,1,1,1,"B","B","A","A","A","B","B","A","A","B","A","B","A","A","B","A","B","B","B","A"
"Height.7399",137.068086343425,1,1,1,"B","B","A","A","A","B","B","A","A","A","A","A","B","B","B","A","A","B","B","B"
"Height.7400",130.038491047673,1,1,1,"B","B","A","A","A","B","A","B","B","B","B","B","B","B","B","B","B","B","A","B"
"Height.7401",132.512074483762,1,1,1,"B","B","A","A","A","B","A","B","B","A","B","A","B","B","B","B","A","A","A","B"
"Height.7402",131.132180337518,1,1,1,"B","B","A","A","A","B","A","B","A","B","A","B","B","A","A","A","A","A","A","B"
"Height.7403",134.971799691512,1,1,1,"B","B","A","A","A","B","A","B","A","A","A","A","B","B","A","B","B","B","A","B"
"Height.7404",131.678963609776,1,1,1,"B","B","A","A","A","B","A","A","B","B","B","A","A","B","B","B","B","A","A","B"
"Height.7405",134.92530500089,1,1,1,"B","B","A","A","A","B","A","A","B","A","B","A","A","A","A","B","B","A","A","B"
"Height.7406",133.796056252181,1,1,1,"B","B","A","A","A","B","A","A","A","B","A","A","A","B","A","B","B","A","B","B"
"Height.7407",137.939093869892,1,1,1,"B","B","A","A","A","B","A","A","A","A","A","B","B","B","A","B","B","A","A","B"
"Height.7408",130.2953580541,1,1,1,"B","B","A","A","A","A","B","B","B","B","A","B","B","B","A","B","A","A","B","B"
"Height.7409",133.462782196021,1,1,1,"B","B","A","A","A","A","B","B","B","A","A","A","B","A","B","A","B","B","A","B"
"Height.7410",131.853513910787,1,1,1,"B","B","A","A","A","A","B","B","A","B","A","B","A","B","B","B","A","B","A","B"
"Height.7411",134.508579895049,1,1,1,"B","B","A","A","A","A","B","B","A","A","B","A","A","B","B","B","B","A","B","B"
"Height.7412",133.619765084167,1,1,1,"B","B","A","A","A","A","B","A","B","B","B","A","B","B","B","B","A","A","A","A"
"Height.7413",135.899513089462,1,1,1,"B","B","A","A","A","A","B","A","B","A","B","A","B","B","A","A","B","B","A","A"
"Height.7414",135.925766841279,1,1,1,"B","B","A","A","A","A","B","A","A","B","A","A","B","A","A","B","B","B","A","A"
"Height.7415",137.992692698806,1,1,1,"B","B","A","A","A","A","B","A","A","A","A","B","B","B","B","B","A","A","A","B"
"Height.7416",130.579124477335,1,1,1,"B","B","A","A","A","A","A","B","B","B","B","A","A","B","A","B","B","A","B","A"
"Height.7417",133.364082526933,1,1,1,"B","B","A","A","A","A","A","B","B","A","B","A","A","B","A","B","A","A","B","A"
"Height.7418",134.107493730744,1,1,1,"B","B","A","A","A","A","A","B","A","B","A","A","B","A","A","B","A","B","A","B"
"Height.7419",136.964824634198,1,1,1,"B","B","A","A","A","A","A","B","A","A","B","B","B","A","B","A","B","B","B","A"
"Height.7420",132.996925658818,1,1,1,"B","B","A","A","A","A","A","A","B","B","B","A","A","A","B","A","B","A","A","A"
"Height.7421",136.021508836875,1,1,1,"B","B","A","A","A","A","A","A","B","A","B","B","A","B","B","A","B","B","A","B"
"Height.7422",136.140237205073,1,1,1,"B","B","A","A","A","A","A","A","A","B","A","A","B","A","A","B","A","B","A","B"
"Height.7423",139.876893197445,1,1,1,"B","B","A","A","A","A","A","A","A","A","B","B","A","A","B","A","A","A","A","A"
"Height.7424",65.596159860162,1,1,1,"B","A","B","B","B","B","B","B","B","B","B","A","B","A","A","B","A","A","A","A"
"Height.7425",66.7864864972147,1,1,1,"B","A","B","B","B","B","B","B","B","A","A","B","B","B","B","B","B","A","B","B"
"Height.7426",65.2590096449565,1,1,1,"B","A","B","B","B","B","B","B","A","B","B","A","B","B","A","B","A","B","B","B"
"Height.7427",70.7808174742796,1,1,1,"B","A","B","B","B","B","B","B","A","A","A","B","A","A","B","B","A","A","A","A"
"Height.7428",68.1975424972658,1,1,1,"B","A","B","B","B","B","B","A","B","B","A","A","B","B","A","A","B","B","B","A"
"Height.7429",69.9297168249879,1,1,1,"B","A","B","B","B","B","B","A","B","A","B","B","A","A","A","A","B","A","A","A"
"Height.7430",69.8498694189255,1,1,1,"B","A","B","B","B","B","B","A","A","B","B","A","A","B","A","A","B","A","A","B"
"Height.7431",71.7668215006508,1,1,1,"B","A","B","B","B","B","B","A","A","A","B","B","A","B","B","B","B","A","B","A"
"Height.7432",63.674009359742,1,1,1,"B","A","B","B","B","B","A","B","B","B","A","A","A","B","A","B","B","B","A","A"
"Height.7433",67.3597663652822,1,1,1,"B","A","B","B","B","B","A","B","B","A","B","A","B","A","B","A","A","A","A","B"
"Height.7434",67.2240754601332,1,1,1,"B","A","B","B","B","B","A","B","A","B","A","B","B","A","B","A","A","B","A","B"
"Height.7435",70.5046452387465,1,1,1,"B","A","B","B","B","B","A","B","A","A","A","B","B","B","B","A","A","A","A","A"
"Height.7436",67.9251491233042,1,1,1,"B","A","B","B","B","B","A","A","B","B","A","B","A","B","A","A","A","B","B","A"
"Height.7437",70.8823056978347,1,1,1,"B","A","B","B","B","B","A","A","B","A","B","B","B","B","A","A","A","B","B","A"
"Height.7438",69.6257380383553,1,1,1,"B","A","B","B","B","B","A","A","A","B","A","B","B","A","B","B","B","A","A","A"
"Height.7439",72.7923734460829,1,1,1,"B","A","B","B","B","B","A","A","A","A","B","B","A","A","B","A","A","B","A","A"
"Height.7440",65.2219178803221,1,1,1,"B","A","B","B","B","A","B","B","B","B","B","B","B","B","A","B","B","B","A","A"
"Height.7441",68.6889411579894,1,1,1,"B","A","B","B","B","A","B","B","B","A","A","B","A","A","A","B","A","B","B","A"
"Height.7442",67.0723875118052,1,1,1,"B","A","B","B","B","A","B","B","A","B","B","A","B","A","B","B","B","A","A","B"
"Height.7443",71.3160314035431,1,1,1,"B","A","B","B","B","A","B","B","A","A","B","A","B","B","B","B","B","B","A","A"
"Height.7444",69.244060104986,1,1,1,"B","A","B","B","B","A","B","A","B","B","B","B","A","A","B","B","A","B","A","A"
"Height.7445",71.3883593739995,1,1,1,"B","A","B","B","B","A","B","A","B","A","B","B","B","B","B","A","A","B","A","A"
"Height.7446",70.4619711084884,1,1,1,"B","A","B","B","B","A","B","A","A","B","B","A","A","B","A","A","A","A","A","A"
"Height.7447",73.6052912441478,1,1,1,"B","A","B","B","B","A","B","A","A","A","A","A","B","A","B","A","A","B","A","A"
"Height.7448",67.4683539015454,1,1,1,"B","A","B","B","B","A","A","B","B","B","A","A","A","B","B","A","B","A","A","B"
"Height.7449",70.1224488512427,1,1,1,"B","A","B","B","B","A","A","B","B","A","A","A","B","B","A","B","A","B","B","A"
"Height.7450",68.5977486582801,1,1,1,"B","A","B","B","B","A","A","B","A","B","A","B","A","A","A","B","B","A","A","B"
"Height.7451",69.9490971926624,1,1,1,"B","A","B","B","B","A","A","B","A","A","B","B","A","A","A","A","B","A","A","B"
"Height.7452",69.2661216244944,1,1,1,"B","A","B","B","B","A","A","A","B","B","B","B","B","B","A","B","A","B","B","B"
"Height.7453",71.6392600416967,1,1,1,"B","A","B","B","B","A","A","A","B","A","A","A","B","B","B","A","A","B","A","B"
"Height.7454",71.2349274640787,1,1,1,"B","A","B","B","B","A","A","A","A","B","B","A","B","B","A","B","B","A","B","A"
"Height.7455",75.0609048614444,1,1,1,"B","A","B","B","B","A","A","A","A","A","A","B","B","B","B","B","B","B","A","B"
"Height.7456",67.722285250985,1,1,1,"B","A","B","B","A","B","B","B","B","B","B","B","B","B","A","A","B","A","A","A"
"Height.7457",69.5357061532318,1,1,1,"B","A","B","B","A","B","B","B","B","A","B","A","A","A","A","B","A","A","B","A"
"Height.7458",68.9049337115548,1,1,1,"B","A","B","B","A","B","B","B","A","B","A","B","A","A","B","A","B","B","A","B"
"Height.7459",72.6455003490971,1,1,1,"B","A","B","B","A","B","B","B","A","A","A","A","B","A","B","B","B","B","B","A"
"Height.7460",69.1293141794077,1,1,1,"B","A","B","B","A","B","B","A","B","B","A","B","B","A","B","B","B","A","A","B"
"Height.7461",74.24462019934,1,1,1,"B","A","B","B","A","B","B","A","B","A","A","A","A","B","B","B","B","A","A","B"
"Height.7462",72.1777546451464,1,1,1,"B","A","B","B","A","B","B","A","A","B","B","B","B","A","B","A","B","A","A","A"
"Height.7463",75.4900636044985,1,1,1,"B","A","B","B","A","B","B","A","A","A","B","B","B","A","B","B","B","B","A","B"
"Height.7464",65.9821994171662,1,1,1,"B","A","B","B","A","B","A","B","B","B","B","B","A","B","B","A","B","A","B","A"
"Height.7465",68.9921221690829,1,1,1,"B","A","B","B","A","B","A","B","B","A","B","B","B","A","B","B","B","A","B","A"
"Height.7466",69.6630480668492,1,1,1,"B","A","B","B","A","B","A","B","A","B","B","A","A","A","A","A","B","B","B","B"
"Height.7467",71.8166940672073,1,1,1,"B","A","B","B","A","B","A","B","A","A","B","B","B","B","B","A","A","B","B","B"
"Height.7468",69.9731206915676,1,1,1,"B","A","B","B","A","B","A","A","B","B","B","A","A","A","B","B","A","B","B","B"
"Height.7469",73.3645996372799,1,1,1,"B","A","B","B","A","B","A","A","B","A","B","A","B","A","B","A","B","B","A","B"
"Height.7470",71.2088353299686,1,1,1,"B","A","B","B","A","B","A","A","A","B","B","B","A","B","A","A","A","B","B","B"
"Height.7471",76.2789572630269,1,1,1,"B","A","B","B","A","B","A","A","A","A","A","B","B","A","B","A","A","A","A","B"
"Height.7472",67.7408170893545,1,1,1,"B","A","B","B","A","A","B","B","B","B","A","B","A","A","A","B","A","A","B","B"
"Height.7473",71.597023764835,1,1,1,"B","A","B","B","A","A","B","B","B","A","B","B","B","B","B","A","A","A","A","B"
"Height.7474",71.4847262190392,1,1,1,"B","A","B","B","A","A","B","B","A","B","A","B","B","B","B","B","A","B","B","A"
"Height.7475",73.3320623695657,1,1,1,"B","A","B","B","A","A","B","B","A","A","B","A","A","B","A","B","A","B","B","B"
"Height.7476",71.2597559615568,1,1,1,"B","A","B","B","A","A","B","A","B","B","B","B","A","A","A","A","A","B","A","A"
"Height.7477",74.8996468994107,1,1,1,"B","A","B","B","A","A","B","A","B","A","B","A","A","B","B","A","B","A","A","B"
"Height.7478",72.7275670286202,1,1,1,"B","A","B","B","A","A","B","A","A","B","A","B","A","A","A","A","A","A","A","A"
"Height.7479",75.0677383372432,1,1,1,"B","A","B","B","A","A","B","A","A","A","A","A","B","A","A","B","B","B","A","A"
"Height.7480",69.0773290945181,1,1,1,"B","A","B","B","A","A","A","B","B","B","B","A","B","A","A","B","B","A","A","A"
"Height.7481",72.3117325418814,1,1,1,"B","A","B","B","A","A","A","B","B","A","B","A","B","A","B","A","B","A","A","B"
"Height.7482",71.5926178357823,1,1,1,"B","A","B","B","A","A","A","B","A","B","A","A","A","B","B","B","A","A","A","B"
"Height.7483",74.7365610948231,1,1,1,"B","A","B","B","A","A","A","B","A","A","B","A","B","A","B","A","B","B","B","B"
"Height.7484",71.6117472067419,1,1,1,"B","A","B","B","A","A","A","A","B","B","B","A","A","B","B","B","A","B","A","B"
"Height.7485",74.4223127378212,1,1,1,"B","A","B","B","A","A","A","A","B","A","B","B","B","B","A","A","B","B","B","A"
"Height.7486",73.5010400476131,1,1,1,"B","A","B","B","A","A","A","A","A","B","B","A","A","A","A","A","A","B","B","B"
"Height.7487",76.6273591073,1,1,1,"B","A","B","B","A","A","A","A","A","A","A","A","B","A","A","A","A","A","B","A"
"Height.7488",124.361078384576,1,1,1,"B","A","B","A","B","B","B","B","B","B","A","A","A","B","B","A","B","B","A","A"
"Height.7489",126.721623596019,1,1,1,"B","A","B","A","B","B","B","B","B","A","A","A","B","B","A","B","A","B","A","B"
"Height.7490",125.872097171449,1,1,1,"B","A","B","A","B","B","B","B","A","B","A","A","B","B","B","A","A","A","B","B"
"Height.7491",129.219861722496,1,1,1,"B","A","B","A","B","B","B","B","A","A","A","B","B","B","A","B","A","B","A","A"
"Height.7492",127.410840098647,1,1,1,"B","A","B","A","B","B","B","A","B","B","B","B","A","A","B","A","A","B","B","A"
"Height.7493",130.44966208602,1,1,1,"B","A","B","A","B","B","B","A","B","A","B","B","B","B","A","A","A","B","B","A"
"Height.7494",130.162370077139,1,1,1,"B","A","B","A","B","B","B","A","A","B","B","A","A","A","A","B","B","A","A","B"
"Height.7495",131.196012961848,1,1,1,"B","A","B","A","B","B","B","A","A","A","A","B","B","A","B","B","A","A","B","A"
"Height.7496",125.611376686347,1,1,1,"B","A","B","A","B","B","A","B","B","B","B","A","B","A","B","A","A","A","B","A"
"Height.7497",127.970095781658,1,1,1,"B","A","B","A","B","B","A","B","B","A","B","A","B","A","A","A","B","B","A","B"
"Height.7498",127.797628154333,1,1,1,"B","A","B","A","B","B","A","B","A","B","B","B","A","A","A","A","B","B","B","A"
"Height.7499",131.267845183252,1,1,1,"B","A","B","A","B","B","A","B","A","A","B","B","B","B","A","A","A","B","B","A"
"Height.7500",126.623127761901,1,1,1,"B","A","B","A","B","B","A","A","B","B","A","A","B","A","A","A","B","B","A","A"
"Height.7501",130.604662742752,1,1,1,"B","A","B","A","B","B","A","A","B","A","A","A","A","A","A","A","B","B","B","B"
"Height.7502",129.924933389859,1,1,1,"B","A","B","A","B","B","A","A","A","B","B","A","A","A","B","A","A","B","B","A"
"Height.7503",132.857418664272,1,1,1,"B","A","B","A","B","B","A","A","A","A","A","B","A","B","A","B","B","B","B","A"
"Height.7504",124.756599556018,1,1,1,"B","A","B","A","B","A","B","B","B","B","B","B","B","A","B","A","B","A","A","B"
"Height.7505",128.895493308934,1,1,1,"B","A","B","A","B","A","B","B","B","A","A","B","B","A","B","A","A","A","A","A"
"Height.7506",128.00760497019,1,1,1,"B","A","B","A","B","A","B","B","A","B","B","B","A","B","B","A","B","B","A","B"
"Height.7507",130.974977868352,1,1,1,"B","A","B","A","B","A","B","B","A","A","A","A","B","A","A","A","A","A","A","B"
"Height.7508",128.626098542675,1,1,1,"B","A","B","A","B","A","B","A","B","B","B","A","A","A","A","B","B","A","B","A"
"Height.7509",131.027187191003,1,1,1,"B","A","B","A","B","A","B","A","B","A","B","A","B","A","A","A","B","A","A","B"
"Height.7510",128.847686394644,1,1,1,"B","A","B","A","B","A","B","A","A","B","A","B","B","A","A","B","A","A","A","A"
"Height.7511",133.602870859525,1,1,1,"B","A","B","A","B","A","B","A","A","A","A","B","A","A","A","A","A","A","A","B"
"Height.7512",126.90376070956,1,1,1,"B","A","B","A","B","A","A","B","B","B","B","A","A","A","A","A","A","A","B","B"
"Height.7513",130.74045627915,1,1,1,"B","A","B","A","B","A","A","B","B","A","B","B","B","B","A","A","A","A","A","A"
"Height.7514",128.269990426466,1,1,1,"B","A","B","A","B","A","A","B","A","B","A","B","B","A","A","A","A","A","A","B"
"Height.7515",131.317431419949,1,1,1,"B","A","B","A","B","A","A","B","A","A","B","B","A","A","A","B","A","B","A","B"
"Height.7516",129.370801764755,1,1,1,"B","A","B","A","B","A","A","A","B","B","A","A","A","A","B","B","B","B","B","B"
"Height.7517",133.256343975165,1,1,1,"B","A","B","A","B","A","A","A","B","A","B","A","B","A","B","B","A","A","B","A"
"Height.7518",130.781476640327,1,1,1,"B","A","B","A","B","A","A","A","A","B","B","B","A","B","A","A","A","B","A","B"
"Height.7519",135.07973400467,1,1,1,"B","A","B","A","B","A","A","A","A","A","B","B","B","B","B","B","B","B","B","A"
"Height.7520",126.855994321178,1,1,1,"B","A","B","A","A","B","B","B","B","B","A","A","B","A","A","B","A","A","A","A"
"Height.7521",129.59381680366,1,1,1,"B","A","B","A","A","B","B","B","B","A","A","A","B","A","B","B","B","A","A","A"
"Height.7522",129.103931188241,1,1,1,"B","A","B","A","A","B","B","B","A","B","B","B","B","A","B","B","B","A","B","A"
"Height.7523",130.664883938303,1,1,1,"B","A","B","A","A","B","B","B","A","A","A","A","B","A","A","B","B","B","A","A"
"Height.7524",129.019128615276,1,1,1,"B","A","B","A","A","B","B","A","B","B","A","A","A","A","B","B","B","A","B","A"
"Height.7525",132.771920021197,1,1,1,"B","A","B","A","A","B","B","A","B","A","A","A","A","A","B","A","A","B","B","B"
"Height.7526",131.972524520739,1,1,1,"B","A","B","A","A","B","B","A","A","B","A","B","B","A","B","B","B","A","A","A"
"Height.7527",135.223339572501,1,1,1,"B","A","B","A","A","B","B","A","A","A","A","B","A","A","B","A","B","B","B","A"
"Height.7528",127.160120668777,1,1,1,"B","A","B","A","A","B","A","B","B","B","A","B","B","B","A","A","B","A","A","B"
"Height.7529",130.015666611984,1,1,1,"B","A","B","A","A","B","A","B","B","A","A","B","A","B","B","B","B","B","A","B"
