"","height_data","i","j","k","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"Height.6989",78.6672259876386,1,1,0,1,1,0,1,0,0,1,1,0,1
"Height.6990",78.6447329779135,1,1,0,1,1,0,1,0,0,1,1,1,0
"Height.6991",81.3383813077551,1,1,0,1,1,0,1,0,0,1,1,1,1
"Height.6992",74.9435155005125,1,1,0,1,1,0,1,0,1,0,0,0,0
"Height.6993",77.0650333250729,1,1,0,1,1,0,1,0,1,0,0,0,1
"Height.6994",75.2608780927161,1,1,0,1,1,0,1,0,1,0,0,1,0
"Height.6995",78.5706446766799,1,1,0,1,1,0,1,0,1,0,0,1,1
"Height.6996",76.8638875024583,1,1,0,1,1,0,1,0,1,0,1,0,0
"Height.6997",79.9257750091036,1,1,0,1,1,0,1,0,1,0,1,0,1
"Height.6998",78.4516234342302,1,1,0,1,1,0,1,0,1,0,1,1,0
"Height.6999",81.6170886858815,1,1,0,1,1,0,1,0,1,0,1,1,1
"Height.7000",74.6071848291107,1,1,0,1,1,0,1,0,1,1,0,0,0
"Height.7001",78.2950085874816,1,1,0,1,1,0,1,0,1,1,0,0,1
"Height.7002",75.5868809326558,1,1,0,1,1,0,1,0,1,1,0,1,0
"Height.7003",79.699640059164,1,1,0,1,1,0,1,0,1,1,0,1,1
"Height.7004",77.8228889659039,1,1,0,1,1,0,1,0,1,1,1,0,0
"Height.7005",80.4297110679714,1,1,0,1,1,0,1,0,1,1,1,0,1
"Height.7006",79.5935829144566,1,1,0,1,1,0,1,0,1,1,1,1,0
"Height.7007",82.1055257316473,1,1,0,1,1,0,1,0,1,1,1,1,1
"Height.7008",75.5484002939463,1,1,0,1,1,0,1,1,0,0,0,0,0
"Height.7009",78.8285726176175,1,1,0,1,1,0,1,1,0,0,0,0,1
"Height.7010",75.8709335123979,1,1,0,1,1,0,1,1,0,0,0,1,0
"Height.7011",78.6675800225433,1,1,0,1,1,0,1,1,0,0,0,1,1
"Height.7012",77.5821509662576,1,1,0,1,1,0,1,1,0,0,1,0,0
"Height.7013",80.8133317625413,1,1,0,1,1,0,1,1,0,0,1,0,1
"Height.7014",79.1292406865314,1,1,0,1,1,0,1,1,0,0,1,1,0
"Height.7015",82.0566672057465,1,1,0,1,1,0,1,1,0,0,1,1,1
"Height.7016",77.2857417493875,1,1,0,1,1,0,1,1,0,1,0,0,0
"Height.7017",78.4207300461748,1,1,0,1,1,0,1,1,0,1,0,0,1
"Height.7018",76.7700696133776,1,1,0,1,1,0,1,1,0,1,0,1,0
"Height.7019",80.7922333487185,1,1,0,1,1,0,1,1,0,1,0,1,1
"Height.7020",78.6091017423699,1,1,0,1,1,0,1,1,0,1,1,0,0
"Height.7021",79.855121738418,1,1,0,1,1,0,1,1,0,1,1,0,1
"Height.7022",79.9591548090877,1,1,0,1,1,0,1,1,0,1,1,1,0
"Height.7023",83.245166079477,1,1,0,1,1,0,1,1,0,1,1,1,1
"Height.7024",74.8591931828492,1,1,0,1,1,0,1,1,1,0,0,0,0
"Height.7025",79.2679579819582,1,1,0,1,1,0,1,1,1,0,0,0,1
"Height.7026",78.2005815161788,1,1,0,1,1,0,1,1,1,0,0,1,0
"Height.7027",81.469035536154,1,1,0,1,1,0,1,1,1,0,0,1,1
"Height.7028",78.8032830496157,1,1,0,1,1,0,1,1,1,0,1,0,0
"Height.7029",83.0447761979874,1,1,0,1,1,0,1,1,1,0,1,0,1
"Height.7030",80.5485661380591,1,1,0,1,1,0,1,1,1,0,1,1,0
"Height.7031",84.7916043223419,1,1,0,1,1,0,1,1,1,0,1,1,1
"Height.7032",76.6117980753592,1,1,0,1,1,0,1,1,1,1,0,0,0
"Height.7033",79.9531683905876,1,1,0,1,1,0,1,1,1,1,0,0,1
"Height.7034",78.2699095027641,1,1,0,1,1,0,1,1,1,1,0,1,0
"Height.7035",82.6353349027886,1,1,0,1,1,0,1,1,1,1,0,1,1
"Height.7036",79.6428707507683,1,1,0,1,1,0,1,1,1,1,1,0,0
"Height.7037",83.7218583776622,1,1,0,1,1,0,1,1,1,1,1,0,1
"Height.7038",81.6441744036366,1,1,0,1,1,0,1,1,1,1,1,1,0
"Height.7039",85.6234512452453,1,1,0,1,1,0,1,1,1,1,1,1,1
"Height.7040",72.8185162347279,1,1,0,1,1,1,0,0,0,0,0,0,0
"Height.7041",75.2209161454944,1,1,0,1,1,1,0,0,0,0,0,0,1
"Height.7042",74.5280839984421,1,1,0,1,1,1,0,0,0,0,0,1,0
"Height.7043",78.3652700136241,1,1,0,1,1,1,0,0,0,0,0,1,1
"Height.7044",75.3792288643072,1,1,0,1,1,1,0,0,0,0,1,0,0
"Height.7045",78.3626339268745,1,1,0,1,1,1,0,0,0,0,1,0,1
"Height.7046",78.1129155057554,1,1,0,1,1,1,0,0,0,0,1,1,0
"Height.7047",80.715485405351,1,1,0,1,1,1,0,0,0,0,1,1,1
"Height.7048",73.1938412005472,1,1,0,1,1,1,0,0,0,1,0,0,0
"Height.7049",77.0428153820673,1,1,0,1,1,1,0,0,0,1,0,0,1
"Height.7050",75.6292593635485,1,1,0,1,1,1,0,0,0,1,0,1,0
"Height.7051",77.5020742836936,1,1,0,1,1,1,0,0,0,1,0,1,1
"Height.7052",74.8022535692852,1,1,0,1,1,1,0,0,0,1,1,0,0
"Height.7053",78.8259591799989,1,1,0,1,1,1,0,0,0,1,1,0,1
"Height.7054",78.1132024200439,1,1,0,1,1,1,0,0,0,1,1,1,0
"Height.7055",80.6706811155068,1,1,0,1,1,1,0,0,0,1,1,1,1
"Height.7056",74.1992856749117,1,1,0,1,1,1,0,0,1,0,0,0,0
"Height.7057",78.266985900219,1,1,0,1,1,1,0,0,1,0,0,0,1
"Height.7058",76.2688686129079,1,1,0,1,1,1,0,0,1,0,0,1,0
"Height.7059",78.5167256230031,1,1,0,1,1,1,0,0,1,0,0,1,1
"Height.7060",75.6489028007955,1,1,0,1,1,1,0,0,1,0,1,0,0
"Height.7061",78.7909866792838,1,1,0,1,1,1,0,0,1,0,1,0,1
"Height.7062",79.3125255291878,1,1,0,1,1,1,0,0,1,0,1,1,0
"Height.7063",82.7937254401671,1,1,0,1,1,1,0,0,1,0,1,1,1
"Height.7064",75.0067117513015,1,1,0,1,1,1,0,0,1,1,0,0,0
"Height.7065",78.4189839970249,1,1,0,1,1,1,0,0,1,1,0,0,1
"Height.7066",75.8305182277839,1,1,0,1,1,1,0,0,1,1,0,1,0
"Height.7067",80.1326969932315,1,1,0,1,1,1,0,0,1,1,0,1,1
"Height.7068",79.1444240639273,1,1,0,1,1,1,0,0,1,1,1,0,0
"Height.7069",80.795662440952,1,1,0,1,1,1,0,0,1,1,1,0,1
"Height.7070",79.4972819036479,1,1,0,1,1,1,0,0,1,1,1,1,0
"Height.7071",82.5189762463947,1,1,0,1,1,1,0,0,1,1,1,1,1
"Height.7072",74.6606395039484,1,1,0,1,1,1,0,1,0,0,0,0,0
"Height.7073",78.1966601562994,1,1,0,1,1,1,0,1,0,0,0,0,1
"Height.7074",76.8811388404868,1,1,0,1,1,1,0,1,0,0,0,1,0
"Height.7075",80.6890238690272,1,1,0,1,1,1,0,1,0,0,0,1,1
"Height.7076",76.919639861828,1,1,0,1,1,1,0,1,0,0,1,0,0
"Height.7077",81.0572154601763,1,1,0,1,1,1,0,1,0,0,1,0,1
"Height.7078",80.3612495519894,1,1,0,1,1,1,0,1,0,0,1,1,0
"Height.7079",84.7560491330851,1,1,0,1,1,1,0,1,0,0,1,1,1
"Height.7080",76.0160639073892,1,1,0,1,1,1,0,1,0,1,0,0,0
"Height.7081",78.3354925145165,1,1,0,1,1,1,0,1,0,1,0,0,1
"Height.7082",77.9591674492696,1,1,0,1,1,1,0,1,0,1,0,1,0
"Height.7083",80.2604741751974,1,1,0,1,1,1,0,1,0,1,0,1,1
"Height.7084",78.3753732640328,1,1,0,1,1,1,0,1,0,1,1,0,0
"Height.7085",81.3750984850683,1,1,0,1,1,1,0,1,0,1,1,0,1
"Height.7086",80.8976186374489,1,1,0,1,1,1,0,1,0,1,1,1,0
"Height.7087",84.9418459707638,1,1,0,1,1,1,0,1,0,1,1,1,1
"Height.7088",76.9536704183198,1,1,0,1,1,1,0,1,1,0,0,0,0
"Height.7089",78.2102513738936,1,1,0,1,1,1,0,1,1,0,0,0,1
"Height.7090",79.7661147927621,1,1,0,1,1,1,0,1,1,0,0,1,0
"Height.7091",81.8605541609453,1,1,0,1,1,1,0,1,1,0,0,1,1
"Height.7092",79.8671696503435,1,1,0,1,1,1,0,1,1,0,1,0,0
"Height.7093",82.3592414752853,1,1,0,1,1,1,0,1,1,0,1,0,1
"Height.7094",81.6901771300912,1,1,0,1,1,1,0,1,1,0,1,1,0
"Height.7095",85.1889984360111,1,1,0,1,1,1,0,1,1,0,1,1,1
"Height.7096",78.1778665944088,1,1,0,1,1,1,0,1,1,1,0,0,0
"Height.7097",80.6381726322663,1,1,0,1,1,1,0,1,1,1,0,0,1
"Height.7098",79.4461587174988,1,1,0,1,1,1,0,1,1,1,0,1,0
"Height.7099",82.1649639698926,1,1,0,1,1,1,0,1,1,1,0,1,1
"Height.7100",80.1062769345115,1,1,0,1,1,1,0,1,1,1,1,0,0
"Height.7101",82.1195836908652,1,1,0,1,1,1,0,1,1,1,1,0,1
"Height.7102",82.4787244000538,1,1,0,1,1,1,0,1,1,1,1,1,0
"Height.7103",85.7593454790945,1,1,0,1,1,1,0,1,1,1,1,1,1
"Height.7104",75.4646036022219,1,1,0,1,1,1,1,0,0,0,0,0,0
"Height.7105",77.6644683682132,1,1,0,1,1,1,1,0,0,0,0,0,1
"Height.7106",78.4365362683608,1,1,0,1,1,1,1,0,0,0,0,1,0
"Height.7107",80.7156501835375,1,1,0,1,1,1,1,0,0,0,0,1,1
"Height.7108",78.509536266616,1,1,0,1,1,1,1,0,0,0,1,0,0
"Height.7109",81.4745296393035,1,1,0,1,1,1,1,0,0,0,1,0,1
"Height.7110",80.2248611396145,1,1,0,1,1,1,1,0,0,0,1,1,0
"Height.7111",83.9157660658205,1,1,0,1,1,1,1,0,0,0,1,1,1
"Height.7112",76.2698797978347,1,1,0,1,1,1,1,0,0,1,0,0,0
"Height.7113",79.3414033864389,1,1,0,1,1,1,1,0,0,1,0,0,1
"Height.7114",79.1699827804891,1,1,0,1,1,1,1,0,0,1,0,1,0
"Height.7115",80.9314428428145,1,1,0,1,1,1,1,0,0,1,0,1,1
"Height.7116",78.8155737470288,1,1,0,1,1,1,1,0,0,1,1,0,0
"Height.7117",80.8032602791051,1,1,0,1,1,1,1,0,0,1,1,0,1
"Height.7118",80.314813154085,1,1,0,1,1,1,1,0,0,1,1,1,0
"Height.7119",84.7487426078909,1,1,0,1,1,1,1,0,0,1,1,1,1
"Height.7120",76.2392637050158,1,1,0,1,1,1,1,0,1,0,0,0,0
"Height.7121",80.703474284288,1,1,0,1,1,1,1,0,1,0,0,0,1
"Height.7122",79.7494497401303,1,1,0,1,1,1,1,0,1,0,0,1,0
"Height.7123",81.6753706203442,1,1,0,1,1,1,1,0,1,0,0,1,1
"Height.7124",78.7089303934942,1,1,0,1,1,1,1,0,1,0,1,0,0
"Height.7125",83.0253579281867,1,1,0,1,1,1,1,0,1,0,1,0,1
"Height.7126",82.061471445804,1,1,0,1,1,1,1,0,1,0,1,1,0
"Height.7127",84.9711234916261,1,1,0,1,1,1,1,0,1,0,1,1,1
"Height.7128",77.2468706814261,1,1,0,1,1,1,1,0,1,1,0,0,0
"Height.7129",80.0135093297032,1,1,0,1,1,1,1,0,1,1,0,0,1
"Height.7130",80.2114469463405,1,1,0,1,1,1,1,0,1,1,0,1,0
"Height.7131",83.5307801797857,1,1,0,1,1,1,1,0,1,1,0,1,1
"Height.7132",79.9414947807776,1,1,0,1,1,1,1,0,1,1,1,0,0
"Height.7133",84.3254026799939,1,1,0,1,1,1,1,0,1,1,1,0,1
"Height.7134",82.5418922908977,1,1,0,1,1,1,1,0,1,1,1,1,0
"Height.7135",86.7667902951134,1,1,0,1,1,1,1,0,1,1,1,1,1
"Height.7136",78.4167679002721,1,1,0,1,1,1,1,1,0,0,0,0,0
"Height.7137",80.1795746357142,1,1,0,1,1,1,1,1,0,0,0,0,1
"Height.7138",81.5042895114381,1,1,0,1,1,1,1,1,0,0,0,1,0
"Height.7139",82.7245782969959,1,1,0,1,1,1,1,1,0,0,0,1,1
"Height.7140",80.0020627827015,1,1,0,1,1,1,1,1,0,0,1,0,0
"Height.7141",83.6959834894207,1,1,0,1,1,1,1,1,0,0,1,0,1
"Height.7142",82.6727657341053,1,1,0,1,1,1,1,1,0,0,1,1,0
"Height.7143",85.5841717452607,1,1,0,1,1,1,1,1,0,0,1,1,1
"Height.7144",78.3219826820144,1,1,0,1,1,1,1,1,0,1,0,0,0
"Height.7145",80.9565856217358,1,1,0,1,1,1,1,1,0,1,0,0,1
"Height.7146",80.9383018952994,1,1,0,1,1,1,1,1,0,1,0,1,0
"Height.7147",83.751898973189,1,1,0,1,1,1,1,1,0,1,0,1,1
"Height.7148",81.2318738801509,1,1,0,1,1,1,1,1,0,1,1,0,0
"Height.7149",84.155299181785,1,1,0,1,1,1,1,1,0,1,1,0,1
"Height.7150",83.9092772413116,1,1,0,1,1,1,1,1,0,1,1,1,0
"Height.7151",87.5720360655175,1,1,0,1,1,1,1,1,0,1,1,1,1
"Height.7152",80.398785594097,1,1,0,1,1,1,1,1,1,0,0,0,0
"Height.7153",83.2674771155469,1,1,0,1,1,1,1,1,1,0,0,0,1
"Height.7154",82.8777595232939,1,1,0,1,1,1,1,1,1,0,0,1,0
"Height.7155",84.5883623430118,1,1,0,1,1,1,1,1,1,0,0,1,1
"Height.7156",81.6785632204181,1,1,0,1,1,1,1,1,1,0,1,0,0
"Height.7157",86.1909032065509,1,1,0,1,1,1,1,1,1,0,1,0,1
"Height.7158",85.9762738853032,1,1,0,1,1,1,1,1,1,0,1,1,0
"Height.7159",87.9583964469583,1,1,0,1,1,1,1,1,1,0,1,1,1
"Height.7160",81.3935759266676,1,1,0,1,1,1,1,1,1,1,0,0,0
"Height.7161",83.4369089822461,1,1,0,1,1,1,1,1,1,1,0,0,1
"Height.7162",81.6658576508371,1,1,0,1,1,1,1,1,1,1,0,1,0
"Height.7163",86.3349527760906,1,1,0,1,1,1,1,1,1,1,0,1,1
"Height.7164",82.5003955183724,1,1,0,1,1,1,1,1,1,1,1,0,0
"Height.7165",85.4886698096174,1,1,0,1,1,1,1,1,1,1,1,0,1
"Height.7166",85.0665811685848,1,1,0,1,1,1,1,1,1,1,1,1,0
"Height.7167",89.6307357005458,1,1,0,1,1,1,1,1,1,1,1,1,1
"Height.7168",62.243421409758,1,1,1,0,0,0,0,0,0,0,0,0,0
"Height.7169",65.1228905391769,1,1,1,0,0,0,0,0,0,0,0,0,1
"Height.7170",64.3391841310863,1,1,1,0,0,0,0,0,0,0,0,1,0
"Height.7171",67.7369390251687,1,1,1,0,0,0,0,0,0,0,0,1,1
"Height.7172",65.6557089297807,1,1,1,0,0,0,0,0,0,0,1,0,0
"Height.7173",67.737521674531,1,1,1,0,0,0,0,0,0,0,1,0,1
"Height.7174",67.5039238058318,1,1,1,0,0,0,0,0,0,0,1,1,0
"Height.7175",71.1877361134276,1,1,1,0,0,0,0,0,0,0,1,1,1
"Height.7176",63.3702299622326,1,1,1,0,0,0,0,0,0,1,0,0,0
"Height.7177",66.1317709899845,1,1,1,0,0,0,0,0,0,1,0,0,1
"Height.7178",65.0345246251955,1,1,1,0,0,0,0,0,0,1,0,1,0
"Height.7179",68.2193588528615,1,1,1,0,0,0,0,0,0,1,0,1,1
"Height.7180",65.6393475689395,1,1,1,0,0,0,0,0,0,1,1,0,0
"Height.7181",68.536373544509,1,1,1,0,0,0,0,0,0,1,1,0,1
"Height.7182",68.4830460578634,1,1,1,0,0,0,0,0,0,1,1,1,0
"Height.7183",71.2844232499257,1,1,1,0,0,0,0,0,0,1,1,1,1
"Height.7184",64.1768172224041,1,1,1,0,0,0,0,0,1,0,0,0,0
"Height.7185",67.3231567903688,1,1,1,0,0,0,0,0,1,0,0,0,1
"Height.7186",65.7696446281647,1,1,1,0,0,0,0,0,1,0,0,1,0
"Height.7187",68.3045150183218,1,1,1,0,0,0,0,0,1,0,0,1,1
"Height.7188",67.8846661885325,1,1,1,0,0,0,0,0,1,0,1,0,0
"Height.7189",70.342755252878,1,1,1,0,0,0,0,0,1,0,1,0,1
"Height.7190",69.3338995843499,1,1,1,0,0,0,0,0,1,0,1,1,0
"Height.7191",72.8851162532098,1,1,1,0,0,0,0,0,1,0,1,1,1
"Height.7192",65.2319757526502,1,1,1,0,0,0,0,0,1,1,0,0,0
"Height.7193",67.4495503239969,1,1,1,0,0,0,0,0,1,1,0,0,1
"Height.7194",65.1700446843888,1,1,1,0,0,0,0,0,1,1,0,1,0
"Height.7195",70.4518799720472,1,1,1,0,0,0,0,0,1,1,0,1,1
"Height.7196",67.3202473327134,1,1,1,0,0,0,0,0,1,1,1,0,0
"Height.7197",69.9861948902495,1,1,1,0,0,0,0,0,1,1,1,0,1
"Height.7198",69.4264867046601,1,1,1,0,0,0,0,0,1,1,1,1,0
"Height.7199",71.6588657831116,1,1,1,0,0,0,0,0,1,1,1,1,1
"Height.7200",65.5655492979718,1,1,1,0,0,0,0,1,0,0,0,0,0
"Height.7201",68.6596206020413,1,1,1,0,0,0,0,1,0,0,0,0,1
"Height.7202",65.9212462545832,1,1,1,0,0,0,0,1,0,0,0,1,0
"Height.7203",69.2734580685207,1,1,1,0,0,0,0,1,0,0,0,1,1
"Height.7204",67.8257003116344,1,1,1,0,0,0,0,1,0,0,1,0,0
"Height.7205",71.8742210898201,1,1,1,0,0,0,0,1,0,0,1,0,1
"Height.7206",70.2748766340072,1,1,1,0,0,0,0,1,0,0,1,1,0
"Height.7207",73.7338142924533,1,1,1,0,0,0,0,1,0,0,1,1,1
"Height.7208",65.0025358308985,1,1,1,0,0,0,0,1,0,1,0,0,0
"Height.7209",68.8347227133496,1,1,1,0,0,0,0,1,0,1,0,0,1
"Height.7210",66.5673227041367,1,1,1,0,0,0,0,1,0,1,0,1,0
"Height.7211",71.519698127167,1,1,1,0,0,0,0,1,0,1,0,1,1
"Height.7212",69.1263474341593,1,1,1,0,0,0,0,1,0,1,1,0,0
"Height.7213",70.6945332798144,1,1,1,0,0,0,0,1,0,1,1,0,1
"Height.7214",71.4669649791066,1,1,1,0,0,0,0,1,0,1,1,1,0
"Height.7215",73.6357358913738,1,1,1,0,0,0,0,1,0,1,1,1,1
"Height.7216",65.1014370945108,1,1,1,0,0,0,0,1,1,0,0,0,0
"Height.7217",68.6951561027821,1,1,1,0,0,0,0,1,1,0,0,0,1
"Height.7218",69.1092825241901,1,1,1,0,0,0,0,1,1,0,0,1,0
"Height.7219",70.8231957468037,1,1,1,0,0,0,0,1,1,0,0,1,1
"Height.7220",69.2761763070932,1,1,1,0,0,0,0,1,1,0,1,0,0
"Height.7221",71.6791089915607,1,1,1,0,0,0,0,1,1,0,1,0,1
"Height.7222",71.8213327701928,1,1,1,0,0,0,0,1,1,0,1,1,0
"Height.7223",74.1381931144558,1,1,1,0,0,0,0,1,1,0,1,1,1
"Height.7224",66.1318356836609,1,1,1,0,0,0,0,1,1,1,0,0,0
"Height.7225",71.2244093667222,1,1,1,0,0,0,0,1,1,1,0,0,1
"Height.7226",68.779117709712,1,1,1,0,0,0,0,1,1,1,0,1,0
"Height.7227",71.9033969789921,1,1,1,0,0,0,0,1,1,1,0,1,1
"Height.7228",69.3492664926227,1,1,1,0,0,0,0,1,1,1,1,0,0
"Height.7229",73.4779364192135,1,1,1,0,0,0,0,1,1,1,1,0,1
"Height.7230",72.3057805637149,1,1,1,0,0,0,0,1,1,1,1,1,0
"Height.7231",75.1578362308386,1,1,1,0,0,0,0,1,1,1,1,1,1
"Height.7232",66.0980506603103,1,1,1,0,0,0,1,0,0,0,0,0,0
"Height.7233",68.4068934980386,1,1,1,0,0,0,1,0,0,0,0,0,1
"Height.7234",69.1998768570046,1,1,1,0,0,0,1,0,0,0,0,1,0
"Height.7235",70.6127160574274,1,1,1,0,0,0,1,0,0,0,0,1,1
"Height.7236",66.7024910194148,1,1,1,0,0,0,1,0,0,0,1,0,0
"Height.7237",72.0495123432278,1,1,1,0,0,0,1,0,0,0,1,0,1
"Height.7238",68.9087989413341,1,1,1,0,0,0,1,0,0,0,1,1,0
"Height.7239",74.2357893689557,1,1,1,0,0,0,1,0,0,0,1,1,1
"Height.7240",66.9119664990781,1,1,1,0,0,0,1,0,0,1,0,0,0
"Height.7241",68.4495679106366,1,1,1,0,0,0,1,0,0,1,0,0,1
"Height.7242",68.1271740534844,1,1,1,0,0,0,1,0,0,1,0,1,0
"Height.7243",71.5986843005601,1,1,1,0,0,0,1,0,0,1,0,1,1
"Height.7244",70.7785618739933,1,1,1,0,0,0,1,0,0,1,1,0,0
"Height.7245",70.5688684045635,1,1,1,0,0,0,1,0,0,1,1,0,1
"Height.7246",71.4290160097828,1,1,1,0,0,0,1,0,0,1,1,1,0
"Height.7247",75.0078043863736,1,1,1,0,0,0,1,0,0,1,1,1,1
"Height.7248",67.4184762840422,1,1,1,0,0,0,1,0,1,0,0,0,0
"Height.7249",70.3298422175757,1,1,1,0,0,0,1,0,1,0,0,0,1
"Height.7250",69.5292911439175,1,1,1,0,0,0,1,0,1,0,0,1,0
"Height.7251",72.5303371875035,1,1,1,0,0,0,1,0,1,0,0,1,1
"Height.7252",69.1748476351653,1,1,1,0,0,0,1,0,1,0,1,0,0
"Height.7253",72.5957183521551,1,1,1,0,0,0,1,0,1,0,1,0,1
"Height.7254",70.5903491093755,1,1,1,0,0,0,1,0,1,0,1,1,0
"Height.7255",75.7274157343193,1,1,1,0,0,0,1,0,1,0,1,1,1
"Height.7256",68.8148618193564,1,1,1,0,0,0,1,0,1,1,0,0,0
"Height.7257",70.7832113370462,1,1,1,0,0,0,1,0,1,1,0,0,1
"Height.7258",70.2587524540285,1,1,1,0,0,0,1,0,1,1,0,1,0
"Height.7259",72.8594763413089,1,1,1,0,0,0,1,0,1,1,0,1,1
"Height.7260",70.2621661466049,1,1,1,0,0,0,1,0,1,1,1,0,0
"Height.7261",73.127666244021,1,1,1,0,0,0,1,0,1,1,1,0,1
"Height.7262",72.2463229649227,1,1,1,0,0,0,1,0,1,1,1,1,0
"Height.7263",76.2274624763352,1,1,1,0,0,0,1,0,1,1,1,1,1
"Height.7264",67.6398419245416,1,1,1,0,0,0,1,1,0,0,0,0,0
"Height.7265",69.4211807971692,1,1,1,0,0,0,1,1,0,0,0,0,1
"Height.7266",69.2707111056153,1,1,1,0,0,0,1,1,0,0,0,1,0
"Height.7267",73.9248953114495,1,1,1,0,0,0,1,1,0,0,0,1,1
"Height.7268",70.4979316215867,1,1,1,0,0,0,1,1,0,0,1,0,0
"Height.7269",73.323045672211,1,1,1,0,0,0,1,1,0,0,1,0,1
"Height.7270",72.0113868538748,1,1,1,0,0,0,1,1,0,0,1,1,0
"Height.7271",76.269627952135,1,1,1,0,0,0,1,1,0,0,1,1,1
"Height.7272",68.2522365683776,1,1,1,0,0,0,1,1,0,1,0,0,0
"Height.7273",71.2297159607279,1,1,1,0,0,0,1,1,0,1,0,0,1
"Height.7274",70.4398515845392,1,1,1,0,0,0,1,1,0,1,0,1,0
"Height.7275",72.3829604310875,1,1,1,0,0,0,1,1,0,1,0,1,1
"Height.7276",71.2885171270077,1,1,1,0,0,0,1,1,0,1,1,0,0
"Height.7277",75.1796908000765,1,1,1,0,0,0,1,1,0,1,1,0,1
"Height.7278",73.1965535130682,1,1,1,0,0,0,1,1,0,1,1,1,0
"Height.7279",76.3840002092759,1,1,1,0,0,0,1,1,0,1,1,1,1
"Height.7280",69.8412201897911,1,1,1,0,0,0,1,1,1,0,0,0,0
"Height.7281",74.3713669536267,1,1,1,0,0,0,1,1,1,0,0,0,1
"Height.7282",73.3220080585744,1,1,1,0,0,0,1,1,1,0,0,1,0
"Height.7283",74.1445941748965,1,1,1,0,0,0,1,1,1,0,0,1,1
"Height.7284",71.4078445361159,1,1,1,0,0,0,1,1,1,0,1,0,0
"Height.7285",75.1091032769896,1,1,1,0,0,0,1,1,1,0,1,0,1
"Height.7286",74.8298641465405,1,1,1,0,0,0,1,1,1,0,1,1,0
"Height.7287",76.8513415314335,1,1,1,0,0,0,1,1,1,0,1,1,1
"Height.7288",68.9264216828287,1,1,1,0,0,0,1,1,1,1,0,0,0
"Height.7289",73.6883860900733,1,1,1,0,0,0,1,1,1,1,0,0,1
"Height.7290",72.3684189954657,1,1,1,0,0,0,1,1,1,1,0,1,0
"Height.7291",74.9543138631928,1,1,1,0,0,0,1,1,1,1,0,1,1
"Height.7292",72.6026881490469,1,1,1,0,0,0,1,1,1,1,1,0,0
"Height.7293",76.4066346958595,1,1,1,0,0,0,1,1,1,1,1,0,1
"Height.7294",75.5775146068701,1,1,1,0,0,0,1,1,1,1,1,1,0
"Height.7295",77.8067909406595,1,1,1,0,0,0,1,1,1,1,1,1,1
"Height.7296",65.8603961766857,1,1,1,0,0,1,0,0,0,0,0,0,0
"Height.7297",69.6880935661556,1,1,1,0,0,1,0,0,0,0,0,0,1
"Height.7298",65.8831159417793,1,1,1,0,0,1,0,0,0,0,0,1,0
"Height.7299",71.506437753477,1,1,1,0,0,1,0,0,0,0,0,1,1
"Height.7300",68.4019650533373,1,1,1,0,0,1,0,0,0,0,1,0,0
"Height.7301",72.1295303250084,1,1,1,0,0,1,0,0,0,0,1,0,1
"Height.7302",70.7395612116105,1,1,1,0,0,1,0,0,0,0,1,1,0
"Height.7303",75.2666418200881,1,1,1,0,0,1,0,0,0,0,1,1,1
"Height.7304",65.9942873252516,1,1,1,0,0,1,0,0,0,1,0,0,0
"Height.7305",68.8775893378667,1,1,1,0,0,1,0,0,0,1,0,0,1
"Height.7306",68.1884254435909,1,1,1,0,0,1,0,0,0,1,0,1,0
"Height.7307",72.5256226019024,1,1,1,0,0,1,0,0,0,1,0,1,1
"Height.7308",68.9672815843915,1,1,1,0,0,1,0,0,0,1,1,0,0
"Height.7309",72.863725059012,1,1,1,0,0,1,0,0,0,1,1,0,1
"Height.7310",71.2664515407718,1,1,1,0,0,1,0,0,0,1,1,1,0
"Height.7311",73.9850224018675,1,1,1,0,0,1,0,0,0,1,1,1,1
"Height.7312",66.7440075611928,1,1,1,0,0,1,0,0,1,0,0,0,0
"Height.7313",70.6458370061568,1,1,1,0,0,1,0,0,1,0,0,0,1
"Height.7314",68.8474512013252,1,1,1,0,0,1,0,0,1,0,0,1,0
"Height.7315",73.1842170748375,1,1,1,0,0,1,0,0,1,0,0,1,1
"Height.7316",70.2533815251362,1,1,1,0,0,1,0,0,1,0,1,0,0
"Height.7317",75.4096199995502,1,1,1,0,0,1,0,0,1,0,1,0,1
"Height.7318",73.0445325420523,1,1,1,0,0,1,0,0,1,0,1,1,0
"Height.7319",74.1560336802995,1,1,1,0,0,1,0,0,1,0,1,1,1
"Height.7320",68.1069701051327,1,1,1,0,0,1,0,0,1,1,0,0,0
"Height.7321",72.4305444679199,1,1,1,0,0,1,0,0,1,1,0,0,1
"Height.7322",70.617425131198,1,1,1,0,0,1,0,0,1,1,0,1,0
"Height.7323",71.6891242200403,1,1,1,0,0,1,0,0,1,1,0,1,1
"Height.7324",71.3387928291626,1,1,1,0,0,1,0,0,1,1,1,0,0
"Height.7325",73.6834092178008,1,1,1,0,0,1,0,0,1,1,1,0,1
"Height.7326",72.6299215886404,1,1,1,0,0,1,0,0,1,1,1,1,0
"Height.7327",75.871087392986,1,1,1,0,0,1,0,0,1,1,1,1,1
"Height.7328",67.9151426900471,1,1,1,0,0,1,0,1,0,0,0,0,0
"Height.7329",72.5187578044749,1,1,1,0,0,1,0,1,0,0,0,0,1
